ReviewID,Keyword,Frequency
318,microsoft,3
320,fixed,1
320,replacing,1
320,internet speed,1
321,long term,1
321,money,1
321,worth,1
322,website,1
322,issues,1
322,light weight,1
322,super fast,1
322,worth,1
322,problem,2
322,update,1
322,fixed,1
322,lenovo,1
323,reliability,1
323,gorgeous screen,1
323,frustration,1
323,black,1
323,software,1
323,microsoft,2
323,operating system,1
323,windows 10,1
323,company,1
323,purchase,2
323,hardware,2
323,freezes,1
323,surface book,1
324,reliability,1
324,gorgeous screen,1
324,frustration,1
324,black,1
324,software,1
324,microsoft,2
324,operating system,1
324,windows 10,1
324,company,1
324,purchase,2
324,hardware,2
324,freezes,1
324,surface book,1
325,runs great,1
325,2gb ram,1
326,heavy,1
326,performance,1
326,damaged,1
327,boot time,1
327,youtube,2
327,issues,1
327,budget,1
327,money,1
327,responsive,1
327,ips display,2
327,replacing,1
327,emailing,1
327,refurbished,2
327,replaced,1
327,backlighting,2
327,brightness,1
327,hardware,1
327,upgrading,1
327,problem,1
327,colors,1
327,performance,2
327,searching,1
327,excellent,2
327,purchase,1
327,limited,1
327,touchscreen,1
327,condition,2
327,hard drive,1
327,web surfing,1
327,surfing,2
327,noticeable,1
328,bright,1
328,great specs,1
328,problem,1
328,sensitive,1
328,2 years,1
328,update,1
328,control,1
328,touch,3
328,affordable price,1
329,charges fast,1
329,press,1
331,travel,1
331,touchscreen,1
331,light,1
331,transitioning,1
331,windows 8,1
331,docking station,1
332,granddaughter,1
333,watch,1
333,work properly,1
333,movie,1
334,touch screen,1
334,functionality,1
334,features,1
334,nice size,1
336,driver issues,1
336,update,1
337,market,1
337,price,1
337,speed,1
337,worth,1
337,excellent,1
337,features,1
337,performance,1
338,good battery life,1
338,small,1
338,app store,1
338,websites,1
338,chrome browser,1
338,install,1
338,settings,1
338,videos,1
338,desktop,1
338,chrome,6
338,login,2
339,mouse,1
339,monitor,1
340,touchscreen,1
340,stylish,1
340,weight,2
340,macbook pro,1
340,turns,1
341,sound,1
341,issues,1
341,crashing,1
341,lenovo website,1
341,display,1
341,sharp,1
342,sticking,1
342,issues,1
342,dell xps 13,1
342,price,1
342,zenbook,2
342,usb type,1
342,long time,1
342,email,1
342,adapter,3
342,battery life,2
342,backlit keyboard,1
342,models,1
342,touch screen,2
342,feature,1
342,tweaks,1
343,problem,1
343,return,1
343,booting,1
343,hard reset,1
344,replace,1
344,touch,1
347,browser,1
347,lightning fast,1
348,entertainment,1
349,battery,1
350,connecting,1
350,slippery,1
350,pretty fast,1
350,screen back,1
350,fragile,1
350,scratches,1
350,limited,1
351,comfortable,1
351,update,1
352,replaced,1
354,reasonable price,1
354,wonderful laptop,1
360,heavy,1
360,windows 8,1
360,performance,1
360,beautiful design,1
361,return,1
361,start,1
362,sensitive,1
362,upgraded,1
362,mouse pad,2
362,memory,1
362,windows 10,1
362,light,1
362,option,1
362,money,1
362,tablet mode,1
363,memory,2
363,works fine,1
363,windows 10 update,1
365,advertised,1
365,supposed,1
365,refurbished,1
365,packaging,1
365,waiting,1
366,stylish,1
366,lightweight,1
367,money,1
367,desktop computer,1
367,battery life,1
367,sensitivity,1
367,desktop,3
367,hate windows 8,1
367,touch screen,1
367,complaint,1
367,games,1
368,stunning,1
368,refurb,1
368,worth,1
368,4k screen,1
370,shipped,1
370,repair,1
370,quiet,1
370,problem,1
370,light,2
370,keyboard dock,2
370,typing,1
370,ordering,1
370,samsung,2
370,touching,1
370,supposed,1
370,models,1
370,solid,1
370,connected,1
370,taking notes,1
370,fingers crossed,1
370,connection,5
370,paper,1
370,larger screen,1
371,school work,1
371,returning,1
371,chromebooks,1
372,flipped,1
372,google account,1
372,night,1
372,laptop mode,1
372,functionality,1
372,problem,1
372,perfect fit,1
372,trips,1
372,backup,1
372,performing,1
372,content,1
372,pixel,3
372,processor,1
372,browsing,1
372,responsive,1
372,kindle app,2
372,surprise,1
374,desktop,1
375,problem,1
375,warranty,1
375,tablets,1
375,replaced,1
375,laptops,1
375,upgraded,1
375,windows 10,1
376,8gb ram,1
376,touch screen,1
376,256gb ssd,1
377,drawing,1
377,battery life,1
377,fragile,1
377,talking,1
379,stand,1
379,shipping box,1
379,trackpad,2
379,fixed,1
379,form factor,1
379,audible,2
379,beautiful,1
379,freezes,1
379,click,4
379,shipped,1
379,press,3
379,windows 8,3
379,support,1
379,noise,1
379,snappy,2
379,issues,4
379,tablet portion,2
379,replacement,7
379,writing,1
379,programmer,2
379,sleek,1
379,websites,1
379,upgrade,1
379,typing,2
379,silent,1
379,battery life,4
379,store,2
379,return,1
379,repair,2
379,notice,1
379,hinge,2
379,received,2
379,website,2
379,desktop,2
379,edges,1
379,small amount,1
379,laggy,1
379,uncomfortable,1
379,connected,2
379,top heavy,1
379,gaming,1
379,setup,1
379,speed,1
379,space,7
379,expensive,1
379,connecting,1
379,space bar,2
379,performance,3
379,unboxing,1
379,applied,2
379,keyboard portion,2
379,cooler,1
379,battery,8
379,disconnected,1
379,audio,3
379,disconnect,2
381,youtube,1
381,traveling,1
381,turns,1
381,skeptical,1
381,performance,2
381,great battery life,1
381,sound quality,1
381,windows,2
381,experience,1
381,pushed,1
381,music,3
381,good performance,1
381,purchase,1
381,nice tablet,1
381,light work,1
381,reasonable price,1
381,quick,1
381,smooth,1
381,quality,2
381,microsoft surface,1
381,sound,3
381,headphones,1
381,browsing,2
381,touch,1
381,reading,1
382,complaint,1
382,battery,1
383,returned,1
383,chromebooks,1
383,price,1
383,extremely portable,1
384,good build quality,1
384,great keyboard,1
384,feels sturdy,1
384,shift key,1
384,performance,1
384,compared,1
384,brands,1
384,build quality,2
385,speakers,1
385,volume,1
386,battery life,1
387,student,1
387,drain,1
387,background,1
387,youtube video,1
387,powerful,1
387,system,1
387,durable,1
387,battery,1
387,typing,1
387,super light,1
387,bloatware,1
388,windows update,1
388,drivers,1
389,school,4
389,updated drivers,1
389,chromebook,3
389,rebooted,1
389,option,1
389,school work,1
389,received,1
389,website,2
389,assistance,1
389,email,4
389,tablet mode,1
389,purchase,2
389,hardware issue,1
389,completed,1
389,working properly,1
389,reset,3
389,settings,1
389,asus support,2
389,refund,1
389,high school,1
389,update,3
389,waiting,1
391,bright,2
391,small,4
391,units,2
391,youtube,1
391,contrast,1
391,buyers,1
391,external mouse,1
391,asus flip,7
391,chrome browser,4
391,work perfectly,1
391,warranty,2
391,scroll,3
391,touch screen,2
391,troubleshooting,1
391,install,4
391,experience,3
391,speakers,4
391,returned,1
391,powering,1
391,day long,1
391,charging,1
391,charge,2
391,typing,2
391,micro sd card,1
391,return,3
391,nexus 7,1
391,recover,4
391,price,3
391,connect,1
391,light,3
391,music,2
391,features,3
391,replacing,1
391,big screen,1
391,holding,3
391,power,3
391,color,1
391,offline,3
391,hands,1
391,space,2
391,backpack,1
391,sleeping,2
391,guarantee,1
391,scrolling,1
391,spreadsheets,1
391,guessing,3
391,downgrade,1
391,wrote,1
391,browser,9
391,viruses,2
391,paying,1
391,installed,1
391,bit longer,1
391,smartphone,1
391,touchscreen,1
391,couch,2
391,interface,2
391,tablet mode,4
391,dropped,1
391,laptops,2
391,stylus,2
391,click,4
391,feature,4
391,screen brightness,1
391,internet,1
391,hardware problem,1
391,delete key,1
391,upgrading,1
391,night,3
391,chrome os,3
391,videos,4
391,searching,1
391,excellent,1
391,system,8
391,google docs,2
391,upgrade,3
391,quick,4
391,weight,2
391,boots,2
391,updates,3
391,settings,3
391,asus support,2
391,virus,4
391,reading,1
391,headphones,1
391,watch,2
391,google drive,3
391,smaller,2
391,touch screen works,1
391,low price,1
391,repairs,1
391,reader,2
391,screens,1
391,fixes,2
391,android phone,1
391,common problem,1
391,working perfectly,2
391,tapping,1
391,full hd,1
391,voice,1
391,tent mode,1
391,chromebook,10
391,problem,9
391,watch videos,1
391,locked,1
391,google play,2
391,onscreen keyboard,2
391,robust,1
391,write,1
391,storage,2
391,playing videos,1
391,crash,5
391,battery,2
391,touchpad,2
391,update,12
391,surfing,1
391,books,4
392,great design,1
392,manufacturer,1
392,portability,1
393,compact,1
393,lightweight,1
394,kindle,1
395,school,2
397,light,1
398,bright,1
398,small,1
398,writing,1
398,programming,1
398,boots,1
398,connect,2
398,powerpoint,1
398,light,2
398,content,1
398,microsoft office,1
398,amazon prime,1
398,connector,1
398,visual studio,1
398,netflix,1
400,setup,1
400,delivery,1
401,camera,1
401,exceptional,1
402,finger,1
402,web pages,1
402,touch screen,2
402,windows 8,1
402,click,3
402,designed,1
403,fast delivery,1
404,win 8,1
404,install linux,1
404,win 7,1
405,touch,1
405,light,1
405,mouse pad,1
410,excellent,1
411,clean,1
411,removed,1
411,money,1
411,performance,3
411,firefox,1
411,shell,1
411,store,1
411,inconvenient,1
411,tablet mode,1
411,options,1
411,surface,1
411,full laptop,1
411,loading,1
411,waste,1
411,antivirus,1
411,start,2
411,web browser,1
411,build quality,1
412,college student,1
413,left side,1
413,issues,1
413,customer support,1
413,touch screen,1
413,helpful,1
413,touch,2
413,reboot,1
414,bright,1
414,tablet back,1
414,unstable,1
414,mouse pad,1
414,returning,1
414,lenovo,1
414,quality,2
414,received,1
414,light,1
414,dead pixels,1
414,price,1
414,click,1
414,build quality,1
415,school,1
415,options,1
415,chrome book,1
416,laptops,1
416,surface pro,1
416,tablets,1
417,return,1
417,chrome,1
417,easy set,1
420,return,2
420,packed,1
420,returning,1
420,dollars,1
420,shipping,1
420,money back,1
420,received,1
421,college student,1
422,windows,1
422,good size,1
422,android,1
422,tablet functionality,1
423,market,1
423,surprisingly good,1
423,small keyboard,1
423,setting,1
423,chromebook,4
423,chrome os,4
423,price,1
423,asus chromebook flip,1
423,light,1
423,hands,1
423,excellent,1
423,windows,2
423,returned,1
423,macbook pro,1
423,solid,2
423,solid build,1
423,4gb version,2
423,brighter,1
423,tablet/laptop,1
423,family,1
423,touchpad,1
423,crashed,1
423,front camera,1
423,adjustment,1
423,portable,1
423,build quality,2
424,bright,2
424,ultrabooks,2
424,8gb ram,1
424,issues,1
424,dell xps 13,1
424,videos,1
424,256gb ssd,1
424,windows,1
424,money,1
424,photos,1
424,great specs,1
424,disappointing,1
424,graphics,3
424,models,1
424,screens,1
424,website,1
424,noticeable,1
424,build quality,1
425,touchscreen,1
425,battery life,1
425,chromebook,1
425,windows,1
425,chromeos,2
426,excel,1
426,hours,1
426,windows 8,1
426,program,2
426,flash drive,1
426,fully charged,1
426,powerpoint,1
427,battery life,1
427,install,1
427,android apps,1
429,return,1
429,plugged,1
429,charge,1
429,battery,1
429,refurbished,1
429,hardware,1
430,price,1
431,storage,1
431,touch screen,1
431,responsive,1
432,school,1
432,finding,1
432,return,2
432,power,2
432,heartbeat,1
432,rotation,1
432,hours,1
432,college student,1
432,windows button,1
432,crashes,1
432,writing,1
432,documents,1
432,crash,3
432,battery,1
432,crashed,1
432,drive,1
432,blue screen,1
432,build quality,1
434,carry,1
434,small,1
434,school work,1
434,display,1
434,received,1
435,metal,1
435,work perfectly,1
435,processor,1
435,chrome os,1
435,memory,2
435,android,2
435,hinge,1
435,pretty,3
435,online,1
435,touchpad,1
435,feels great,1
435,hands,1
435,windows,1
436,external drive,1
436,advertised,1
436,cheaper,1
436,external hard drive,1
436,lenovo,1
436,taking notes,1
436,skeptical,1
436,performance,1
436,touchscreen,1
436,light,3
436,brick,1
436,big problem,1
436,ultrabook,1
436,games,1
436,mouse,1
436,customer service,1
436,weight,1
436,photo editing,1
436,thinner,1
436,windows 8,2
436,optimized,1
436,shipping,1
436,light laptop,1
436,weighs,1
436,faster,1
437,removed,1
437,stop working,1
437,windows update,1
437,win 10,1
438,social media,1
439,lightweight,1
439,quick,1
439,chromebooks,1
439,backlit keyboard,1
439,great battery life,1
439,models,1
440,fast delivery,1
441,great sound,1
441,good battery life,1
441,trackpad,1
441,convertible,1
441,chrome os,1
441,syncs,1
441,charges quickly,1
441,skype,1
441,connect,1
441,microphone,1
441,lightweight,1
441,internet,1
442,carry,1
442,programs,1
442,exceptional,1
442,thinness,1
443,plenty,1
443,windows tablet,1
443,camera,1
443,samsung,1
443,tablet mode,2
443,desktop,2
443,sd card,1
443,crash,1
443,detachable keyboard,1
443,lacking,1
443,waste,1
443,repaired,1
443,customize,1
443,microsoft store,1
443,resolution,1
443,windows 10,1
443,android,5
443,familiar,2
443,plastic,2
443,excel,1
443,greatest,1
443,starting,1
443,tablet screen,1
443,android apps,1
443,depends,1
443,phone,2
444,chromebook,1
445,freezes,1
445,touch screen,1
446,school,1
446,touch screen,1
446,gaming,1
446,applications,1
446,extremely slow,1
447,hardware issue,1
447,spoke,1
448,draining,1
448,bright,2
448,press,1
448,couch,1
448,clicks,1
448,brightness,1
448,powered,2
448,basically,1
448,trackpad,1
448,tablet portion,1
448,reading,1
448,ipad air,5
448,asus website,1
448,t100 chi,4
448,long time,1
448,worth,1
448,big deal,1
448,battery life,2
448,waiting,1
448,entire time,1
448,option,2
448,micro,3
448,responsive,1
448,problem,1
448,travel,1
448,gripe,1
448,button,2
448,power,3
448,return,2
448,google,2
448,tweaks,1
448,volume,1
448,laptop mode,1
448,bloatware,1
448,purchase,1
448,battery,5
448,lightweight,1
448,background,1
448,bluetooth,1
449,business,1
449,upgrade,4
449,external hard drive,2
449,space,2
449,super portable,1
449,walknbook,2
449,majority,1
449,windows 10 upgrade,1
449,wireless mouse,1
449,storage space,1
449,problem,1
449,4 gigs,2
449,smooth,1
451,laptops,1
451,lightweight,1
452,dell inspiron,1
452,rebooting,1
452,returning,1
452,received,1
453,recognize,1
453,received,1
453,phone,1
455,huge problem,1
455,big problem,1
455,price,1
455,angle,1
458,upgrading,1
458,wifi issue,2
458,8gb ram,2
458,reconnect,1
458,talking,1
458,hardware,1
458,aluminum,1
458,monitor,1
458,brighter,1
458,laptops,1
458,network adapter,1
458,upgrade,2
458,click,2
458,battery,2
458,settings,1
458,satisfy,1
458,covers,1
458,device manager,2
458,ultrabook,1
458,brightness,1
459,chromebook,1
459,sleek,1
459,clean,1
460,cheaper,1
460,received,1
461,bright,3
461,trackpad,4
461,shutdown,2
461,sensitive,1
461,windows,2
461,bios update,1
461,figured,1
461,crisp,2
461,fair amount,1
461,restarts,1
461,speakers,1
461,low light,1
461,stretch,2
461,family,1
461,driver issue,1
461,full charge,1
461,spoke,1
461,return,1
461,solid laptop,1
461,issues,3
461,hinges,1
461,price,3
461,price range,1
461,deciding,1
461,updates,1
461,responsive,2
461,waking,1
461,middle,1
461,plugged,3
461,noticeable,1
461,recognized,2
461,power,9
461,sleep,3
461,compared,1
461,tweaks,3
461,playing games,2
461,low settings,1
461,replace,3
461,input,3
461,colors,1
461,speed,2
461,manufacturers,1
461,defective,3
461,purchase,1
461,deliver,2
461,facebook,3
461,faster,1
461,fixed,4
461,vibrant,1
461,sounds,1
461,tablet mode,1
461,replacing,1
461,large,1
461,laptops,2
461,screen brightness,1
461,older model,1
461,battery power,1
461,windows 8,1
461,notice,4
461,browsing,2
461,upgrading,1
461,stand mode,1
461,hours,12
461,friends,1
461,experience,1
461,hibernate,1
461,charge,11
461,video,6
461,eliminate,1
461,battery,18
461,performance,4
461,gaming computer,1
461,handles,1
461,option,2
461,videos,2
461,beats,1
461,dells,2
461,replacement,2
461,house,1
461,touchpad,2
461,button,2
461,bit heavy,1
461,managed,1
461,restart,2
461,anticipated,1
461,older games,1
461,power settings,1
461,upset,1
461,volume,1
461,problem,10
461,money,2
461,main computer,2
461,pretty,7
461,big deal,1
461,booted,1
461,touchscreen,5
461,starts,3
461,charger,4
461,hard drive,3
461,smooth,4
461,battery life,7
461,pretty easy,1
461,click,1
461,sound,5
461,update,9
461,handling,1
462,hardware,2
462,replacement,2
462,problem,1
462,camera,1
462,webcam,2
462,bit longer,1
463,big screen,1
463,keyboard works,1
463,windows 8,1
463,touchpad,1
463,store,2
463,speakers,1
464,stock,1
464,features,1
465,reasonable price,1
465,semester,1
465,heavy,1
466,handy,1
466,school work,1
466,lightweight,1
467,touchscreen,1
467,track pad,1
467,dvd player,1
467,hinge,1
467,touch screen,1
467,wireless mouse,1
467,travel,1
467,tablet mode,1
468,surface pro 4,1
469,light,1
469,apple,1
469,memory,1
469,android,1
471,touchscreen,1
471,programs,1
471,sd slot,1
471,sleek,1
471,installing,1
472,replaced,1
472,battery,1
473,clicks,1
473,money,1
473,quick,1
473,stylus,1
473,smaller size,1
473,battery life,1
473,camera,1
473,click,2
473,screen resolution,1
473,touch screen,1
473,worth,1
473,tablet mode,1
473,finger,1
474,scratch,1
474,good condition,1
476,money,1
476,charging,1
476,disappointed,1
476,plugged,1
476,charge,1
476,battery,3
476,waste,1
477,fixable,1
477,restarting,1
477,hours,1
477,issues,4
477,stay connected,1
477,internet,5
477,disappointed,1
477,worth,1
480,touchscreen,2
480,return,1
480,mouse,1
480,problem,1
480,webpage,1
480,issues,1
480,arrived,1
480,progress,1
480,touch screen,1
480,web pages,1
480,logged,1
480,touch pad,1
480,control,1
480,powerwash,1
480,freezes,1
481,fast shipping,1
482,drivers,1
483,blue screen,1
483,crash,1
483,updates,3
484,blue screen,1
484,crash,1
484,updates,3
486,battery life,1
487,laptop replacement,1
487,keyboard case,1
487,boyfriend,1
488,returned,1
488,function properly,1
489,plenty,1
489,speed,1
489,light,1
489,great battery life,1
489,desktop pc,1
489,disk space,1
489,memory,1
490,repaired,1
491,market,1
491,external,1
491,small,1
491,dell xps 13,1
491,i7 version,1
491,replacement,1
491,returned,1
491,share,1
491,models,1
491,battery,1
491,2 years,2
491,ultra,3
491,support,1
491,space,2
492,features,1
494,connected,1
495,android phone,1
495,backlit keyboard,1
495,chromeos,1
495,versatility,1
495,features,1
495,android,2
496,excellent,1
496,arrived,1
496,condition,1
497,charge,1
498,laptop computer,1
498,color,1
498,daughter,1
498,small,1
498,black,1
498,price,1
498,notes,1
498,update,1
498,inability,1
498,laptop/tablet,1
498,speed,1
498,backpack,1
498,purchase,1
500,return,1
500,charging,1
500,night,1
501,house,1
501,chrome,2
501,windows,2
501,updates,1
502,windows 10 home,1
502,disk space,1
503,specs,1
505,sensitive,1
505,fan noise,1
505,lightweight,1
505,silent,1
505,great price,1
505,mousepad,1
505,windows,1
505,compared,1
505,responsive,1
505,touch,1
505,surface,2
505,faster,1
506,trackpad,1
506,camera,1
506,college student,1
506,backlight,2
506,light,4
506,ports,1
506,angle,3
506,windows 8,1
506,touch screen,1
506,digitizer,2
506,typing,2
506,macbook air,1
506,design,1
506,problem,1
506,manageable,1
506,great battery life,1
506,amazing battery life,1
506,touchscreen,1
506,backlighting,1
506,charge,1
506,desktop,2
506,photoshop,1
506,viewing angles,1
507,memory,1
507,durable,1
508,small,1
508,youtube,1
508,smartphone,3
508,calendar,1
508,connects,1
508,middle,1
508,play music,1
508,google account,1
508,checking email,1
508,click,1
508,pixel,1
508,social media,1
508,listening,1
508,price,1
508,worth,1
508,experience,2
508,streaming music,1
508,carrying,1
508,streaming,2
508,quick,3
508,enter,1
508,boots,2
508,tablets,1
508,chromebook flip,2
508,asus product,1
508,exceptional,2
508,windows,8
508,money,1
508,printing,1
508,setting,1
508,option,1
508,asus chromebook flip,1
508,chrome,13
508,disappointed,1
508,designed,2
508,music,3
508,backlit,1
508,comfortable,1
508,drive,1
508,google,4
508,cloud,2
508,setup,2
508,word processing,2
508,tent mode,1
508,cramped,1
508,adapt,1
508,chromebook,10
508,quirky,1
508,great battery life,1
508,4gb model,1
508,windows pc,1
508,things considered,1
508,powerful,1
508,portability,1
508,windows laptop,3
508,wrote,1
508,battery,2
508,memory,1
508,budget,3
508,inexpensive,2
508,print,3
508,productivity,1
508,surfing,2
508,password,1
508,portable,2
510,windows 8,1
510,lightweight,1
510,compact,1
511,school,2
511,start,1
511,quick,1
511,black screen,1
512,reasonable price,1
512,versatile,1
513,touchscreen,1
513,microsoft office,1
513,clicking,1
513,mousepad,1
513,itunes,1
513,problem,1
513,responsive,1
513,pretty easy,1
513,price,1
513,internet browsing,1
514,fixed,1
514,touch screen,1
514,pretty quick,1
516,fixed,1
516,recovery,1
516,refund,3
516,stress,1
516,money back,1
516,money,3
516,blue screen,2
517,strange,1
517,small,1
517,responsive,1
517,camera,1
517,adapt,1
518,firefox,1
518,chromebooks,3
518,chrome os,1
518,bit heavier,1
518,pretty,1
518,mobile,1
518,dropbox,2
518,computing,1
518,google play,2
518,configure,1
518,files,5
518,purchase,1
518,ubuntu,3
518,rockchip,1
518,google drive,3
518,folders,1
518,onedrive,2
518,nice device,1
518,browser,1
518,weight,1
518,light browsing,1
518,samsung,1
518,long battery life,1
518,larger screen,1
519,stopped working,1
520,audio,1
520,recognizing,1
520,speaker,2
520,fantastic product,1
520,super quick,1
520,reboot,1
520,scratch,1
521,charging,1
521,detachable keyboard,1
521,hdmi port,1
521,software,2
521,connection,1
521,usb ports,1
521,books,1
522,mcafee,1
523,low price,1
524,return,3
524,warranty repair,2
524,design flaw,1
524,seller,3
524,option,1
524,repair,3
524,long time,1
524,hardware,1
524,purchase,2
524,worst purchase,1
524,return policy,2
524,support,1
524,toshiba,4
524,damage,1
525,chrome os,1
528,small laptop,1
528,laptop mode,1
528,storage,1
528,downloading,2
528,tablet mode,1
528,flips,1
528,school,2
529,money,1
529,returned,1
530,small,1
530,desktop,1
530,touch screen works,1
530,web browsing,1
530,touchpad,1
530,light,1
530,portrait mode,1
530,mobility,1
530,large screen,1
532,asus chromebook,1
533,return,2
533,issues,1
533,clean,1
533,arrived,1
533,fixed,1
533,money,1
533,disappointed,1
533,troubleshoot,1
533,plugged,2
533,charge,1
533,battery,3
533,operate,2
533,returning,1
533,amazon customer service,1
533,factory reset,1
534,homework,1
534,laptop/tablet,1
534,small,1
534,weigh,1
534,school work,1
535,light,1
538,chromebook pro,1
538,reading books,1
538,backspace,1
538,finding,1
538,display,2
538,performance,2
538,content,1
538,tablets,1
538,prefer,1
538,tablet mode,1
538,finger,2
538,web browsing,3
538,purchase,1
538,browsing,4
538,stylus,5
538,top notch,1
538,portrait mode,1
538,frustration,1
538,hitting,1
538,helpful,1
538,sides,1
538,gamer,1
538,hdmi port,1
538,shift,1
538,build quality,1
539,stylus,1
539,touch screen,1
539,delay,1
540,school,1
540,light,1
540,frozen,1
540,short time,1
540,child,1
541,plenty,1
541,sleek design,1
541,long battery life,1
541,light,1
541,login,1
541,small,1
542,chromeos,1
542,purchase,1
543,small keyboard,1
543,price,1
543,faster,1
544,waste,1
545,uncomfortable,1
545,light,1
548,color,1
549,problem,1
549,colors,1
549,price,1
549,waiting,1
549,watch movies,1
549,searching,1
549,works perfectly,1
549,responsive,1
549,notes,2
549,decent battery life,2
549,light weight,1
549,read books,1
549,irulu,1
549,color,2
549,start,1
549,setup,1
550,responsive,1
550,helpful,1
550,update,1
550,issues,1
550,reset,1
550,troubleshoot,1
550,lemon,1
551,design,1
551,restart,1
551,freezes,1
552,30 days,1
552,attach,1
553,running windows 10,1
553,bright,1
553,games,1
553,sd card,1
553,photo editing,1
553,watch,2
553,sound,1
553,great design,1
553,normal laptop,1
553,watch netflix,1
554,problem,1
554,mouse,1
554,freezing,1
555,husband,1
556,excellent price,1
556,requirement,1
557,light weight,1
558,books,2
559,daughter,2
559,return,2
559,problem,1
559,googled,1
559,30 days,1
559,christmas,1
559,experience,1
559,refunded,1
561,virus,1
561,fixed,1
562,virus,1
562,price,1
563,plenty,1
563,storage,1
563,versatility,1
563,acer r11,1
565,battery life,1
565,good keyboard,1
565,macbook air,1
565,great display,1
566,netbooks,1
566,chromebooks,4
566,demanding,1
566,ips screen,1
566,google,2
566,supporting,1
566,chromebook,8
566,problem,1
566,fanless,1
566,speakers,2
566,small screen,1
566,surface,1
566,4gb version,2
566,carry,1
566,reviewers,1
566,speak,3
567,office 365,1
567,slightly heavier,1
567,ultra,1
567,money,1
567,cloud storage,1
567,portable laptop,1
567,sleep mode,1
567,performance,1
569,store,1
569,64gb card,1
569,designed,1
569,price,1
571,functioning,1
571,returns,1
573,return,2
573,froze,1
573,good battery,1
573,solid feel,1
573,convertible feature,1
573,toshiba chromebook 2,1
574,support,1
574,chrome,2
575,problem,1
575,win 7,1
575,notebook,2
576,replacing,1
576,carry,1
576,light,1
576,windows 10,1
576,windows,2
576,antivirus,1
576,crash,1
576,chromebook,1
576,purchase,1
576,husband,1
577,anticipated,1
577,clicking,1
577,longer,1
577,watch movies,1
577,check email,1
577,light browsing,1
578,gaming,1
578,light weight,1
578,chromecast,2
578,big deal,1
578,traveling,1
578,house,1
578,4gb version,1
579,acer laptop,1
580,desktop,1
580,battery life,1
580,performance,2
581,light,1
582,returning,1
583,color,4
583,chromebook,1
583,convertible,2
584,slower,1
584,taking notes,1
584,microsd,1
585,lenovo laptop,1
585,disappointed,1
585,track pad,1
585,fixed,1
585,customer support,1
585,screen quality,1
585,light,2
585,experience,1
585,responsive,2
585,purchase,3
585,ultrabook,2
585,purchasing,1
585,extended warranty,1
585,stock,1
585,mac book,1
585,thinkpad,1
585,hinge,2
585,noise,1
585,warranty expired,1
585,lenovo,4
585,touch,2
586,faster processor,1
588,return,1
588,restarted,1
588,freezes,1
589,hard drive,2
589,restart,1
589,option,1
589,units,1
589,form factor,1
589,touch screen,1
589,windows,2
590,meeting,1
591,excellent,1
591,great price,1
592,battery,1
592,delivered,1
592,stopped,1
593,asus chromebook,1
593,google docs,1
594,detach,1
594,attach,1
594,expensive,1
594,cortana,1
594,default,1
594,email,1
594,microsoft,3
594,browser,1
594,start,1
594,slippery,1
595,detach,1
595,attach,1
595,expensive,1
595,cortana,1
595,default,1
595,email,1
595,microsoft,3
595,browser,1
595,start,1
595,slippery,1
597,responsive,1
597,quick,1
597,google,1
597,reliable,1
597,good battery life,1
597,lenovo,1
597,totally worth,1
598,light,1
598,responsive,1
598,camera,3
598,connect,1
598,received,1
598,touch screen,1
598,windows update,1
598,update,2
598,handy,1
599,refunded,1
599,company,1
599,chromebook,1
599,returned,1
599,responsive,1
599,purchase,1
599,refund,2
600,excellent price,1
600,compatible,1
600,microsoft,1
601,turns,1
602,girlfriend,1
603,heavy,1
603,price tag,1
603,wireless network,1
603,form factor,1
603,reconnecting,1
603,money,1
603,experience,1
603,keyboard dock,2
604,bigger,1
604,battery life,1
604,kickstand,1
604,external drive,1
604,powerful,1
604,light,3
604,touch screen,1
604,optical drive,1
604,tablet mode,1
604,lighter,1
606,chrome book,1
606,excellent,1
607,compatible,2
607,stylus,7
607,tolerate,1
607,office,1
607,business,1
607,wifi connection,1
607,middle,1
607,window,2
607,drawing,1
607,windows 8,1
607,productivity,1
607,expensive,1
607,waiting,1
608,windows,1
608,programming,1
608,solid feel,1
608,gaming,1
608,graphics card,1
608,faster,1
609,excel,1
609,speedy,1
609,light weight,1
610,charging,2
610,small,2
610,fixed,1
610,overheat,2
610,responsive,1
610,tablet/laptop,1
611,battery,1
611,returned,1
611,plugged,1
611,charge,1
612,hard drive,1
613,travel,2
613,traveled,1
613,light,1
613,price,1
613,amazing product,1
614,chromebook,1
615,metal,1
615,return,2
615,lugging,1
615,installed,1
615,benchmarks,1
615,suffer,1
615,refurbished,2
615,price,1
615,packaging,1
615,tablets,3
615,ac adapter,1
615,vibrant,1
615,designed,1
615,downloading,1
615,usb port,3
615,crisp,1
615,heavy laptop,1
615,flexibility,1
615,solid,1
615,troubleshooting,1
615,surface pro 4,1
615,refurb,3
615,handy,1
615,hands,1
615,sharp,1
615,compromises,1
615,booting,1
615,notice,3
615,8gb ram,1
615,display,1
615,system,2
615,charging,1
615,performance,2
615,colors,1
615,marked,1
615,surface book,1
615,operating system,1
615,testing,1
615,flash drive,1
615,share,1
615,worth,1
615,desktop,1
615,light,2
615,feels great,1
615,network,2
615,beautiful,1
615,sleek,1
615,figuring,1
615,family,1
615,vacation,1
615,lighter,1
615,smaller,1
616,metal,1
616,return,2
616,lugging,1
616,installed,1
